label,title
0,3425 676 156 2 3426 13 12 676 13 2 947 676 13 12 3
0,36 7 400 1114 857 230 3427 1736 1737 2272 1738 65 1723 3
0,3428 10 327 20 13 12 2 9 1414 159 3
1,1 180 3429 43 519 1175 753 443 336 28 1415
1,1 223 732 118 176 120 58 1176 2 596 1416 276 205 3
1,10 13 12 112 1739 320 1091 137 58
1,1740 3430 7 170 677 1 32 465 146 3431 1617 3
1,640 34 2273 4 166 226 6
1,1 112 217 3432 678 16 357 194 4 28 4 28 85
1,1 22 2274 20 1741 679 65 1383 182 80 38
1,13 12 3433
1,26 339 1177 1001 1345 2 566 3 25 1350 2275 23
1,1417 5 196 1002 3434 131 361
1,197 245 593 22 129 3435 64 67 20 3436 6
1,3437 703 1418 13 12 327 20 523 24 22 25 10 13 12 23 12 58 3 9 62 3438 1630 3439 13 156 3 2 392 118 108 3 20
1,2276 294 870 70 1742 6 466 3440 502 3441 3442 1178 3
1,3443 1177 1418 454 291 411 437
1,201 13 12 672 2 1 407 754 260 20 13 12 3
1,10 13 12 1743 155 2067 315 836 95 377 3444 2277
1,713 1335 10 13 12 3 1737 3445 1419 3446 3
1,1 871 754 53 387 19
1,65 1 9 1097 3447 9 2278 243 3 310 312 118 6
1,413 828 3448 192 1389 30 87 67
0,703 7 1 366 17 1420 13 12 299 451 172 259 521 1178 725
0,50 48 145 3449 1 753 421 9 3450
0,30 46 75 186 31 1307 2279
0,40 644 472 2 110 97 111 27 268 2 1 197 199 149 194 51 267 97 11 809 644 2110 6 15
0,2280 193 116 222 680 90 9 231 872 1179 15 262 478 647 2 3451 367 15
1,324 10 318 204 46 479 2 402 1744 3452 84
1,123 62 663 310 140 1 8 30 75 186
1,1 204 54 2281 2 1744 3453 2282 53 75 27
1,12 68 1745 427 320 13 12 159 2 31 352 2283 867 8 230 601 2284
1,358 3454 564 4 561 3455
0,984 985 31 1 1746 1747 45 56 18 2 2285 3456 16 457
0,193 1 672 3457 3458 6
0,260 20 45 134 1615 1748 15
0,380 1590 7 179 13 12 45 134 159
0,91 3459 1749 10 389 124 106 543 296 3460 997 389
1,1 54 17 3461 17 1421 3462 512 1422 433 27 1 80 136 2 1750 129 101
1,91 7 480 116 873 237 177
1,510 755 277 817 1180 3463 17 1751
1,874 312 18 8 2286 592 2 189 239
1,95 65 179 260 20 3464 3465 248 3466 1181 248 2287 291
1,1385 1 9 263 372 914 9
1,1 543 77 3467 2192 365
1,1 8 11 19 3468 588 414 3469 5 40 252 2 3470 43 379
1,55 8 10 5 11 2 3471 2 239 1146 957 76
1,398 2288 3472 45 134 327 20 3 3473 600 2288 3 25 524 23
1,1122 358 193 841 4
1,746 3474 2289 1182 4 281 1423 3
1,116 8 599 573 430 111 7 3475 2 2290 2 3476 703
1,444 221 119 2291 126 5 35
1,3477 3478 46 1 98 61
1,2292 13 12 84 3479 216 3480 12 3481 565
1,13 12 377 1752 377 1
1,2293 202 647 67 2094 27 1753 1 9 3482 163 2294 1308 222 826
1,1371 875 3483 1 19 1183 3484 1 19 3 813 17 1424 13 12 446 3
1,1754 9 183 3485 132
1,1 204 3486 681 120 859
1,1 46 4 81 436 1755 1176 162
1,3487 1 113 3 78 3488 341 38 204 22 285 231 195 20 6
1,13 472 666
1,1669 1 19 3489 25 2295 703 23
0,1 59 2169 3490 601 379 267 756 1003 3491 43 2 2296 174 2297 43
0,1108 7 2298 68 533 3492 53
0,475 9 480 1184 56 313 26 190 77 3
0,1756 540 22 1004 20 2299 155 80 552 26 2300 1757 228 553 3493 1 1185 3
0,3494 3495 2 100 3496 2 317 10 5 3497 2 3498 3 263 42 3499 2 3500 2 3501 3502 3 60 355 491 1180 179
0,1758 421 634 50 48 663 427 1 3503 3504 2301 602 393 16 74 80 1087
0,467 7 1 3505 120 122 63 3506 8 4 39 96 2 120 419 112 1365 595
0,10 179 291 260 20 403 1425 3
0,9 138 240 215 193 1759 5 6
0,4 151 70 93 27 1388 3507 1186
1,1 2 116 149 823 40 153 51 5
1,639 113 558
1,125 27 2 453 521 1 3 860 426 80 2206 2 183 1155 3508 3
1,1 193 1005 10 42 2 62 480 2 876 9 429 588 6
1,179 13 12 1760 34 535 24 72 3509 73
1,9 3510 5 33 6
1,1 37 44 1761 15
1,1 1187 164 343 379 2302 3511 2281 247 39 16 96
1,221 1715 1 29 2 310 187 3512 37 367 3
1,412 1 2 199 149 194 3513 132
1,467 7 4 39 3514 174 616 229 4 81 2 120 122 1426 3515 84
1,13 12 2 13 156 117 18 175 84 404 1166 75 102 2 1344 1 261 44
1,545 229 1344 125 939 1 59
1,1 59 7 3516 2303 339 545 3517 3518 25 956 23
1,245 2304 1 639 627 558
0,418 46 809 1188 1762 1763 2 1006
0,195 3519 3520 291 2 78 104 6
0,192 682 1168 1 9 1189 241 128 298 4 2217 79 62 757 877 683 2 114 305 278 6
0,1 1007 3521 1381 3522 1427 136 468
0,50 48 31 1190 30 1110 3523 186 16 213 264
0,89 7 1 617 1764 1765 42 2 51 3524 1121 1663 97 1 158
0,246 585 1428 1 338 559 3525 3526 3527
0,2305 179 291 448 1400 2305 669
0,260 20 45 134 291 2155 878 2 34 3528
0,78 104 1387 1189 3529 879 135 6
1,116 9 116 1391 181 153 36 1191 1429 3
1,109 7 123 4 81 9 1766 555 187 34 224 436 999 1
1,1 79 470 371 405 18
1,1 32 566 1114 368 880 2 187 808 368 1008 3530
1,1767 416 498 2306 45 134 40 3
0,78 104 558 555 2307 25 151 3531 23 316 962 2308 6
0,412 1 7 199 149 166 3532
0,1192 1768 347 127 140 2309 184 6
0,3533 344 144 119 3534 1 9 263
0,1769 21 175 6
1,143 753 4 28 2310 128 3535 2 1770 352 4 39 1377 150 124
1,418 404 3 208 3536 4 11 1423 3
1,1 31 4 81 84 112 2224 843 1176 2 3537 5 52
1,1771 1430 106
1,2311 103 2312 2313 52 615 948 1351 881
1,265 42 1312 68 227 26 1077
1,247 28 16 247 28 85 16 204 190 1380 574 357 2 729 10 136 120 122
1,38 1 1301 288 6
1,109 7 258 1767 52 116 2306 480 11 13 12 480 3
1,10 2314 1429 1071 36 207 1772 60 111 3538
1,55 130 449 195 3539 303 43 1655 710 75 27 1 201 669
1,399 111 3540 271 1579 1431 311 329 547 3541
1,307 510 755 277 1 19 61 2 240 2174 2315 3542 256 46 75 186
1,22 48 1 9 80 3543 3 48 3544 1098 855 1 1185 3 20
1,3545 684 3546 755 277 16 1 19 61
1,510 755 277 1009 3547 2316 2317 309 2 1188 165 397 3548 1432
1,50 48 3549 9 3550 398 96
1,30 572 3551 1 3552 3553 1433 242 38
1,1 158 296 3554 3555 1692 2 524 2318 122 117 749 756
1,1 92 3556 2103 3557 722 69 949 2319 715 256 3558
1,275 31 3559 16 10 13 12 110 714 571 193
1,592 865 187 287 882 1 24 155 395
1,1 2320 203 139 639 558
1,1 2279 1434 117 3560 31 1010 1072 1011 477 3561 102
1,883 246 1192 13 12 9 3562 34 142
1,30 82 346
1,1 1172 139 1773 1173 3563
1,1 54 5 2321 10 98 11 2 10 365 2
1,91 37 2322 603 229 938 1435 2 229 3564 3565 154 34 277 3
1,2321 3566 7 1735 206 1119 26 41 943 1012 15
1,36 207 1772 241 3567 3568 16 34 142 2323
1,201 30 22 118 1141 20 22 190 4 28 105 20 116 9 123 481 642 3
1,30 174 2324 1436 17 3569 25 3570 17 3571 23
1,510 755 277 46 471 15 15
1,25 47 23 305 2 285 1774 618 3 285 30 2 285 3572 3
1,510 755 277 82 5
1,1 32 2178 10 32 3573 880
1,10 13 12 57 89 732 34 142 36 1772
1,10 36 1184 3574 2325 24 3575 3576 2325 34 142 260 20 291 2326 3
1,1 871 30 34 224 105 1437 2 17 2327 172
0,1 2328 17 69 141 884 1075 3577 610
0,21 12 2129 17 1775 658 3
0,758 24 30 159 7 1193 120 15
0,94 492 26 864 67
0,17 1776 58 1076 18 3578 236
1,30 146 302
1,1 2 367 1194 3 2 3579 3
1,3580 27 268 61 2 75 410 3581 1 1336 3
1,197 41 2329 661 2330 614 2331 401 6
1,1195 510 755 159 1196 339 3582 1438 9 173 184
1,1 8 50 48 3583 169 3584 18 63 334 457 8 87
1,3585 3586 30 319 2 3587 572 128 2 427 1379 1312 3588
1,1 3589 18 3590
1,50 48 31 2332 1758 421 2333 26 289 191 3591 16
1,1439 37 65 656 80 2291 1197 1013 51 1070 84 6
1,129 101 1073 111 27 9 68 828 1 9 1161 3592 564 111 27 1777 3
1,2205 1 19 3
1,91 434 30 34 645 29 3 741 567 34 3593 3
1,193 201 130 30 2 1778 108 2334
1,429 585 614 42 7 285 51 29 1198 4 2 283 90 1014 830 1198 3
0,3594 54 3595 3596 680 16 5
0,116 9 335 801 30 3 800 801 3
0,2335 30 2336 1199 67 3
0,71 1 346
0,72 30 29 73 2337 64 334 118 1440 294 90
1,10 13 12 41 607 885 248 656 89
1,18 175 867 1441
1,170 196 11 45 134 44
1,275 41 105 1779 6
1,820 90 1 29 262
1,22 1442 20 1136 11 588 11 19 3597 3598 3
1,1780 170 685 1 29 11 3 2338 117 703 15
1,1 79 157 166 226 5 3
1,1 551 1781 62 93 274 4
1,3599 4 151 3600 678 99 379 723 38 25 3601 27 23 6
0,168 198 3602 359 10 2 108 146 47 6
0,1 232 50 48 145 30 16 2339 1098 2 16 31 1443 9 334 886 16
0,304 614 9 3603
0,1 9 457 18 79 3604 96
0,1 209 886 174 2340 43 10 58 2341
1,64 44 259 4 6
1,713 3605 30 133
1,91 1782 214 166 226 223 2132 272
1,665 127 269 236 1015 38 95 4 6
1,143 539 660 343 2282 164 83 96 4
0,201 348 30 2 215 1016 108 3606 3607 142
0,72 1200 73 304 260 20 3608 25 179 23 260 20 291 25 1444 23 2342 619
0,22 197 415 149 15 20 24 1783 2 525 67
0,4 1445 65 2343 2 1350 3609
0,478 30 136 1107 22 1390 20 6
1,1 199 17 303 106 931 100 244 376 3610 3611 112 2344 44 106
1,89 7 10 1 29 87 505 422 96 2 1674 1004 146 34 142
1,146 45 330 411 480 22 1298 865 20 22 847 2203 20 3
1,2345 3612 1200 3613 1444 13 12
1,212 2346 1130 5 218 25 211 23 4 111 178 21 3614 1784 565 3615 732 3616 400 3 9 1785 671 565 1331 3617 218 3
1,176 3618 704 201 130 28 85 3 958 507 3 78 104 6
1,55 223 1017 3619 3620 1786 42 318 36 6
1,91 5 2347 386 22 3621 20 3622 814 3623
1,78 104 51 4 2348 1446 3624 2349 3625 6
1,257 14 2350 1 25 1787 23
1,94 3626 11 26 741 77 652 3
1,929 7 183 2074 47 130 198 1788
1,4 240 110 200 26 188 6
1,9 3627 27 201 18 175 125 196 7 25
1,1 587 10 1201 38 40 544 11 19 514 9 575
1,3628 1447 428 5 4
1,30 71 182 80 251 2351
1,1168 1789 24 1202 36 68 1448
1,180 1018 674 3629 1019 222 826 6
1,711 11 70 1449 1017 6
1,984 985 4 8 46 2 411 1 2 312 231 500 27
1,50 48 31 63 138 504 190 8 2 1 2352 35 27 4 1450
1,272 1771 1430 285 924
1,396 3630 1020 5 105 51
1,300 320 4 686 168 1451 1790 3631 684 67 25 23
1,72 1149 183 73 35 27 268 2 3632 4 16 1368 1722 857 394 2 515 655 26 181 239 3633 3
1,3634 4 1790 137 395
1,1 3635 247 39 16 3636 1203 1204
1,1791 179 13 12 45 134
1,1 9 3637 656 89 16 291 34 142 535
1,1 8 18 12 2 45 134 13 274 156 1205 2 3638 3639 2 1172 1452
1,1 393 315 281 835 43 1792 13 156 2 31 3640 682 1453
1,4 319 173 2353 3641 43 1606 2 180 173 131 319
1,1 29 1419 74 123 62 3642 680 1206 178 295 167 1146 3
1,2354 2355 506 1452 3643 1454 3644 373
1,291 411 1568 3645 214 924 214
1,2356 3646 7 18 12 69 526
1,30 3647 3648 120 128 1403 201 817
1,1 30 498 406 648 1021 3649 1436 620
1,549 62 245 2357 34 30 2 34 1793 133 245 3
0,656 89 3650 13 12 179
0,1455 1456 597 3651 621 227
0,64 334 1014 165 124 26 75 1198 4 124 1 29 3
0,1 379 11 472 3652 687 40 3653 1181
0,3654 271 44 353 68 1207 106
1,1 427 785 457 388 3655 96 13 12 2 1102 86 20 13
1,11 19 11 184 1022 594 745 43 753 3656 1709 415 3657
1,3658 225 31 4 81 34 224 436 112 1672 4 81
1,1 3659 3660 62 6
1,200 26 36 83 37 9 126 6
0,1 551 274 4 292 7 3661 965 1147 715 3662 155 2358 684 3 3663 1156 3664 2 3665 3666 3 138 684 989 193 750 3 1457 1701 947 95 3667 1208 3 16
0,117 2359 3668 1209 354 649 1619 274 4
0,8 220 38 3669 1210 413
0,659 1 551 7 50 48 144 1 3670 1458 148 16
0,91 22 1211 178 3671 20 597 272 77 3672 157 230 1212
1,1 98 2 4 2 21 734 887 309 418 347 970 98 11
1,305 51 1337 11 6
1,4 120 122 89 1794 539 343 187 173 184 2360
1,10 318 460 46 3673 395 576 96
1,1416 888 18 497 246 945 370 93 367 3674
0,1 3675 159 759 1459 705 83 1316 2361 162
0,4 28 4 67 41 827 398 567
0,1 614 419 606 2362 1460
0,439 1213 667 214 106 199 194 575 457 287
0,51 167 45 6
1,91 1 176 3676 1075 1023 343 2 74 343 452 1795 150 2 59 1214 2 59 1324 79 223 2363 3 370 462 427 3677 3
1,1213 3678 589 157 106 282 1796 119 3679 282 611 3
1,138 140 1596 480 13 12 17 3680 605 95
1,78 104 188 3681 42 2364 6
1,1 171 3682 4 9 386 735
1,1 223 2137 47 4 39 46 103 642 55 622 1797
1,18 174 2365 482 35 43 125 27 2366 2 3683 832 2367 1215
1,1 54 5 2368 374 203 2 253 1085
1,36 207 3684 276
1,640 64 153 1408 996 328 11 19 6 166 226 328 1448 1165 79 278
1,1 736 819 950 4 40 374 199 885
1,36 2369 60 208 543 371 405 18 15
1,1 2320 176 30 42
1,1 2370 1126 40 51 10 5 760 825 11 19 885 1119
1,1798 87 416 7 5 760 283 382 3685
1,1 32 118 1024 3686 32
1,1 229 506 198 2 55 2 266 492 682 447
1,3687 1575 882 277 230 373 36
1,3688 438 57 2 65 58 64 3689 3690 1461 1 19 3
1,1 158 94 79 41 1216 3
0,1 4 28 3691 1367 3692 688 24 4 2371 131 1462 1116 22 3693 20 58 168 3694 3695 1799
0,28 27 268 61 3 21 456 3
0,167 45 689 4 42
0,2313 1693 71 21
0,155 38 1 317 80 2 9 3696 2372 761 1305 413 289 1081 3 432 80 2373 2 80 3697 2374 3698 6
1,1 9 371 405 87 36
1,18 1463 2375 27 268 2 110 183 3699 57 1447 464 690
1,91 7 3700 3701 16 5 106 543 889 997 389
1,1 470 77 222 680 3
1,1464 90 217 44 1 9 98 11 2 474 3702 1394
1,1 302 452 1465 1097 959 193 61
1,466 3703 178 405 1749 1217 107 3704 88 124 74 230 2301 172 2376
1,13 12 45 134 2377 1015 481 134 3705
1,5 760 60 762 838 554 1 112 513 1306 11 44 5 33
1,1459 705 168 743 3706 859
1,1 8 616 1800 96 959 7 3707 53 2 3708 318 2 17 3709 553
1,1 1572 1218 143 218 9 209 37 2378
1,12 306 7 1219 670 399 242 763 18 257
1,9 38 1801 1 29 1098
1,841 4 561 25 428 3710 3711 2 339 1802 3712 420 23
1,30 476 3713 601 7 25
1,177 5 41 3714 286 56 166
1,1 153 51 2379 3715 254 3716 53
1,1 617 10 18 161 355 216 3717
1,50 48 2 232 1 2 31 354 3718 1356 87
1,1453 1620 461 610 706 1803 4 41 1466 2 330 487 387
1,1 32 3719 2380 546 6 1609
1,1 54 17 757 12 11 1356 1214 264 516 629 393 12 14 1804 12 14
1,3720 1701 206 1220 3721 1379 172 1805 77 102 6
1,22 3722 20 177 269 943
1,1 2 266 2 55 2 2381 832 295 3723 421 9 1806 837
1,50 48 807 1467 925 1 1025 198 418 274 68
1,50 48 2382 63 1807 191 3724 8
1,26 181 183 53 2383 478
1,1010 671 3725 7 61 16 1 19 2 1808 2384 620 3726
1,95 1809 2 433 27 268 7 129 101 452 1 2385 1 140 101 16 75 410 3
1,1 9 1632 722 1221 1810 2386
1,22 1026 1811 18 70 93 3 676 50 48 489 3 93 20
1,177 11 271 1812 328 166 166 1813 15
1,1011 1010 1072 212 82 1222 35
1,1 1007 198 8 944 98 1027 277 1 98 557
1,3727 30 117 1 29
1,1 144 27 268
1,45 134 1468 87 416 636 2 3728 3729 18 2 82 307 61
1,1 2387 1646 2126 332 10 167 565 1140 509
1,3730 36 206 1469 6 6
1,1 8 50 48 7 129 101 8 3731 1 303 27
1,467 1223 120 122 324 10 53 2 4 39 1009 1470 392 167 45 362
1,1010 120 664 1 30 24 2388 3732
1,1 2389 466 32 215 193 844
0,1 9 50 48 7 93 747 2 417 668
0,342 7 217 22 3733 20 295 150 2390 241 22 125 1028 20 3734 10 389 3735 2 367 670 1028 38 10 1814 3
0,1 7 245 3736 1340 997 2391 1779
0,475 130 3737 7
0,1010 1072 190 324 105 102 1 32
1,143 1138 17 3738 349 605 1 164 890
1,4 39 204 1815 34 691 426 3739 84 1654 1816 2392
1,1029 317 10 1113 97 234
1,3740 70 36 6
1,200 26 1471 3741 3
1,1 205 56 182 2393 1135 386 172 1750 362
1,1 193 231 1030 3742 44 3743 6
1,1 7 1817 3 1026 215 417 750 68 2 9 1067 3
1,1 32 465 3744 1218 16 433 141 2 31 1290 1291
1,91 7 3745 126 226 214 692 239 954 36
0,4 385 1472 38 249 3746 960 501 600 131 37
0,1224 1031 9 791 792 2394 2395 1
0,1 1361 1818 261 16 3747
0,3748 865 7 3749 287 70 3
0,144 761 18 1225 1226 1659 399 58 132 520 3 51 155 95 10 1010 15
0,200 26 3750 47 37 172 631 719 56 6 549 47 3751 37 41 1077 1143 1008 312 231 192 3
0,3752 297 16 1473 43 16 319 173 482 1757 27 4 999
0,1 9 247 39 16 431 45 66 150 124 3753 1474 16
0,115 2 2396 951 100 966 2 452 706 2397 351 3754 2 96
0,109 7 453 10 13 12 54 2 674 51 184 1227 25 534 238 427 23 2398
1,581 257 14 652 552
1,10 21 12 237
1,9 3755 16 133 1 600 3756 4 1475 3757
1,45 134 64 108 1807 439 45 958 507 3
1,144 2399 344 463 1 9 3758 672
1,632 674 764 5 52 6
1,461 462 796 392 706 1803 4 978 2 3759 324 235 2400
1,329 38 601 577 3760 3
1,89 7 2401 891 164 4 39 516 137 702 388 2 82 1476 702 1819 702 325 472
1,467 7 488 164 4 516 2210 16 1228 121 167 1820 887
1,1 420 157 169 1096
1,5 35 562 482 1477 43 1401 5 58
1,91 110 2402 369 112 1777 22 14 20 36 230 9 445 124 586 3761 2 26 2402 369 2 586 3762 3
1,1754 2 137 102 2 70 3763 10 13 12 25 929 23
1,1 273 10 722 3764 2403 101 1478 16
0,5 40 1821 462 6
0,536 537 7 68 12 1182 18 230 1426 1429
0,3765 456 357 30
0,1 180 939 421 2404 154
0,1 477 836 406 447 223 120 122 256 4 39
1,892 1479 318 302 2405 351 3
1,668 1032 129 15 15
1,1 31 5 2368 2406 1755 4 81 117 4 81 1176 162 1477 43
1,960 7 2 2407 8 3766 1 58 307 413 8 386 3 107 2408 3767 3768 72 73 3769 463 1144 3770 3 88
1,1 2241 4 28 85 829 3771 3772 68 25 68 523 23
0,160 114 41 118 1191 9 3773 1377 238 1337 3
0,1224 1031 2353 791 792 1229 2395 3774 141 173 483 17 2409 228
0,2410 3775 18 257 14 3776
0,1 971 505 646 40 5 229 635 6
0,1480 2 504 334 40 4 6
0,1100 1481 1 1301 288 1374 1482 259 75 4
0,78 1822 266 11 1483 843 582 126 843 3777 126 6
0,1230 167 45 132
0,1 54 5 760 60 151 4 21
0,1149 183 7 417 51 181 1364 2 428 1823 99 592 181 30 3
1,1 232 50 48 7 2333 187 149 12 1474 16
1,220 763 1 66 2411 1398 3 2343 3778 65 41 3779
1,658 452 4 211 308 256 1 9 539 479 113
1,1 51 198 509 163 6 198 1 712 162 154 3
1,536 537 7 61 8 1824 872 1825 3780 89 1685 75 4 431 288 490 259
0,35 27 18 57 2 188 1584 42 36 887 289 295 273 2412 295 157 3
0,412 1 2 478 442 1414 2 381 3 3781 1826 3782 742 260 20 291 454 56 3783 3 1827 17 2413 203 3 192 1195 2 918 893 1484 3 1 876 203 105 578 3 192 1179 3784 117 3785 3 381 15
0,1 9 96 53 516 532 122 340 288 490 2 259
0,758 24 412 1 25 96 23
0,1 171 63 1231 551 8 223 380 2 114 92 75 4
1,1 566 386 66 1485 4 39
1,9 3786 1 32 26 3787 2 245 1724 3788 395 1724 364 58
1,170 209 500 141 764 465 1232 1025 1 32
1,888 806 614 864
1,342 7 51 22 735 434 20 106 417 123 237
0,230 3789 201 35 125 2414 569 2415 3
0,1 1770 74 155 4 164 83 185
0,1486 1196 53 2416 1828 1487 484 3790 3791 1354 2 31 2417
0,36 497 2418 2256 1131 1076 236 2 4 577
0,1 8 58 1344 2419 916 3792
1,1 94 79 289 265 1828 765 3
1,1488 484 1033 497 22 658 4 2 131 2 337 98 20
1,227 1 7 1113 97 2 9 38 241 3793 693 819
1,129 101 183 694 134 3794 16 868 71 2 204 1443 663 417 93 16
1,17 494 149 1438 272 259 299 451 112 138 259 5 3795 578 451 15
1,1 31 766 1488 1357 403 1829
1,1 3796 623 16 233 1688 148 2420 1033 250
1,407 657 1 651 2421 25 3797 23 24 197 1173 2421 1 80 3
1,2422 5 3798 1233 1488 1033 2423 3799 3
1,1 188 406 2158
0,1068 7 603 1234
0,100 271 1830 11 19 2424 172 11 159 1078
0,1 217 179 13 12 172 45 134 754 19
0,444 5 734 10 194 3800 2162
0,894 3801 209 35 71 38 25 479 96 23
0,1 209 3802 44 3803 16 296 505 3804 27
0,130 284 2425 3
0,10 759 705 1459 83 84 93 1034 1235 120 300 540 402 859
0,1 2 197 470 235 11 1293
0,1 29 34 15
1,1 302 988 10 80 416 75 186 2 349 1035 390 31
1,91 3805 119 36 435 9 2426 1754 165 3
1,305 1 1236 6
1,1405 4 28 9 827 3806 476 3807 3808
1,9 414 3809 102 2 1 189 231 292 102 6
0,91 445 157 389 106 3810 1213 818 10 389 25 400 1831 23 124 3
0,1 1007 2388 3811 2 1401 2427 3812 117 233 1489 5 981
0,126 226 70 1104 3
0,3813 889 3814 19 169 15 3815 15
0,78 104 674 32 11 676 222 6
1,3816 40 114 404 1166 1 9 1130 3817 33 16
1,75 38 285 119 106 36 3818 931 263 1187 239 2 326 3819 735 568 523 3820
1,5 2428 1832 2125 43 363 519 319 886
1,305 2429 2430 187 5 33 6
1,1 8 258 1007 1360 243 1732 193
0,4 39 3821 218 9 349 164 83
0,2431 31 1 235 404 2432 895 1490 495 735 287 11 99 2431 704 2433 3822
0,3823 30 6
0,9 836 27 2 47 70 200 26 568 1015 227 527
0,3824 190 206 11 597 3825 269 51 3826 548
0,1 8 457 18 560 7 3827 202 394
0,78 104 6 36 106 3828 3829 307 1833 263 6
0,26 1 3830 237 439 157 11 19 6
0,1 1185 154 3831 231 314 957 6
0,1 941 205 3832 136 949 3833 42 732 1491 2434
1,1 387 19 231 3834 16 471 742 256 539 80 52
1,1 8 380 42 751 71 4 2 290 369 2 89 511
1,1 9 10 259 521 108 146 763
1,795 2322 122 4 119 3835
1,2435 1 3836 58 16 239 3837 300 459 2 249 1 420
0,10 191 1 1492 61
0,1 24 326 645 24 1 615 4 28 99 4 28 85 25 80 23 574 802 1493
0,1 46 10 1834 21 17 2436
0,1 387 19 2 22 215 130 359 802 19 20
0,1237 2 10 11 1
1,188 96 21 515 301 9 4 58
1,195 18 2128
1,50 48 219 1 74 1494 3838 1603 174 574 4 28 514
1,1 1234
1,1131 3839 1314 3840 1776 141 53 1835 1 59 3841
0,1 1495 896 788 1836 330 21 4
0,3842 3843 444 7 22 8 1649 896 1 1164 55 2 2437 3 648 125 371 8 896 52 3 3844 2 1837 3 20
0,1 2303 1329 3845 2413 141 139 269
0,10 276 1033 2438 28 2181 978
0,1 29 178 30
0,1 19
0,1 31 1488 1033 1343 202 1486 517
0,1364 24 370 400 3846 15 2251 67 430 3847
0,64 26 334 94 599 5 126 741 6
0,381 47 592 3848 1368 61 316 471
1,594 728 31 1 63 41 727 8 3849 798 753 3850 2439
1,1 54 5 760 176 30 2 1 295 459 2 767 52 2
1,1112 296 3851 1496 3852 332 1838 382 436
1,36 2369 371 405 24 82
1,341 432 51 589 282 6
1,2 3853 1 29 190 2440 1238 238
1,3854 100 31 1 9 10 3855 36 371 405 42 409 1414
1,296 437 276 61 1
1,3856 5 760 3857 38 249 397 2172 10 1 295 459
1,1 3858 4 11 3859 149 1121 1138 452 11 19
1,464 218 666 1 767 131 3860
1,1 1150 354 44 762 58 5 2441
1,1 271 597 100 3861 927 645 63 105 8 11 1497
1,1 8 2442 1027 1 986 1812 1239 2443 8 3862 213 11
1,5 760 40 51 406 214 57 3863
0,1 3864 3865 289 1361 695 421 2444 1839 3866
0,1 32 1498 2445 57 267 125 102 2 1722 170 2209
0,109 24 5 760 2 314 58 1840 269 56 383
0,471 125 95 41 2309 259 842 1
0,1 2446 3867 143 443 1499 113 2 933 308 3868
0,1 420 2 1 9 10 722 2 229 180 169 75 102 3
0,355 176 1 9 13 13 12 315 590 352 3869 34 375
0,395 3870 2400 176 13 12 34 142 3871 1 9 375
0,64 305 3872 768 1841 3873 5 6
0,254 896
0,329 4 28 9 121 3
0,1 550 346 897 141 164 4 890 143
0,1 617 565 161 4 313 26 51 2447 394 1012
0,1 54 5 3874 374 203
0,274 21 1597 1167
1,536 537 7 18 12 142
1,188 9 38 1 241 649 97 819
1,1 9 18 175 2448 80 2 16 3875 560
1,1 615 3876 361 426 18 12 219 223 22 847 3877 20 18 12 3878 12 83 46 540 2449 27 3
1,206 1236 1699 2450 43 3879 1236 1815
0,10 89 375 4 39 432 392 508 17 1231
0,10 89 554 1 114 572 247 39 16 46 252 1500
0,195 561 310 167 45 2451 620 41 3880 56 2 725 806 3881 2056 41 2 439 310 326
0,1 147 12 96 84 46 290 27 99 3882 83 1501
0,4 39 1240 221 17 3883 17 3884 1842 84 2 17 3885 17 1231 786 84
0,1 29 22 32 165 20 597 3886 32 294 2337 172 3887 56
0,843 183 7 439 1749 574 16 14 16 2452 11 3
0,129 101 414 679 147 3888 2 305 1570
0,1237 11 82
0,719 123 77 22 3889 3890 20 18 12
0,3891 1668 3892 351 7 25
0,91 5 106 466 667 124 575 457 287 3
0,3893 2372 16 12 57 2453 1 1502 2454 18 12 2 112 1110 185
0,1 74 40 875 2139 22 2161 20
0,4 28 85 664 443 1499 329 355 15 7 189 445 3
0,1 513 965 550 138 315 450 683 1470 184 2455 194
0,1 540 3894 65 1192 75 18 12 79 788
0,153 115 27 887 289 126 765 29
0,1 171 513 762 11 44 1079 5 33 409
0,3895 177 1317 1843 1 68 2456 7 25
0,738 173 359 1241 3 1844 1425 889 1439 3896 3897 76 262 76 3 26 181 15
0,350 937 1 3898 4 161 74 216 123 146
0,1391 54 60 18 1191 2356 1429 62 3899 3900
0,3901 338 5
0,3902 3903 8 3904 1666 170 25 9 77 1 32 23
1,91 489 34 934 4 18 818 3905 16 2 2146 613 3906 1736 4 3
1,2260 360 30 15 15 15
1,674 38 3907 129 101 1503 3908 18 257 531 6
1,3909 3910 321 3911 769
1,1 1242 209 1845 315 1381 8 138 450 2055 96
0,1 688 468 223 1846 3912 3913 2457
0,9 396 7 127 898 1 898
0,91 1808 819 1 59
0,2 1 313 26 542 150 124 45 66 77 247 39 16
0,1605 555 3914 13 12 57 89 63 2458 8 280 87 315
1,768 1120 376 480 1447 15
1,1 616 17 3915 228 545
1,1 74 1847 5 57 194 359 2247 100 25 41 2459 177 1848 23
1,499 1 2 5 235 11 391 1036 1125 3 197 18 6
1,3916 375 1 98 217 2460 1028 1786 68 687 3917
0,89 7 10 3918 46 1626 63 3919 8 147 1608 448 2 3920 388 2 10 1569 354 96
