title,sentiment
686 1291 154 21 73 78 413 201 30 1164 1349 559,0
2970 1 5874 4393 0 662 9 360,0
3203 18 33 2602 0 1817 8 0 2505 7591 313,0
1338 0 46 1509 87 74 753 1090 25 30 5,0
1411 3999 7965 0 2192 1184 65 26 2312 28 23 59,0
359 1188 3600 150 4268 722 836 21 156 591 38 558 894,0
3033 29 65 223 1927 3806 148 381 83,0
133 86 48 28 970 2460 0 4791,0
536 2084 6086 348 2644 193 1218 5106 607 9 0 1 33 1923 7569,0
3 6162 0 1944 344 2012 498 44 60 603 419 2,0
281 307 180 486 1188 5017 970 1374 779,0
297 1434 3302 154 21 0 970 1374,0
4 99 227 533 481 65 2616 541 5 108,0
195 922 0 5384 0 4423 5445 3177,0
0 881 3102 378 4132 125 240 1650,0
566 15 106 19 140 20 1629 2358 186,0
831 3947 32 462 32 552 970,0
178 5 17 944 60 705 85 30,0
1536 147 806 0 344,0
408 5532 7430 143 407 61 1180 3331 464 6239 5923 2,0
1762 273 7966 305 682,0
2367 3625 2075 953 48 1892,0
1908 657 192 15 36 259 1758 2312 28,0
1750 602 1242 21 6163 10 3 83,0
1843 1 7967 421 1647 74 37 687 302 556 3260 2256 2 108 847 453 418 1 1873 733 358 296 2,0
98 3095 1353 1929 314 903 1034 3384 5021 118 6991,0
55 220 1464 3846 160 64,0
970 1047 9355 1546 99 15 128 19 438 0 20,0
7968 6984 244 7 302 1398 186 6022,0
1109 181 2335 2598 1 1012 664 153 3607 0,0
2342 89 7 9356 0 124 6 4745 994 1660,0
244 7968 7 1398 186 126 859 244 7968 6984 244,0
4295 6 1706 97 3255 1 1037 179 2118 27 202 5170 1714 195,0
180 805 3578 5313 288 21 0 28 825 631 54 3835 1812,0
173 2172 290 74 9286 444 1918 1433,0
15 99 0 16 73 5 108,0
745 1 0 1 7585 475 4719 601 172 1137 684 419 1 0 169 0 169 68 5 2 2967 1076 1 1236 1 625 2,0
542 2115 356 2971 277 6986 2338 5333,0
198 0 65 0 546 1967,0
5629 314 4362 11 725 38 3296 5130 2016 211,0
177 635 8 31 5659 3645 5 1 3232 5 3411 1 2155 203 628 0 31 5659 2962 2,0
39 2577 0 0 373 383 762,0
1213 272 134 478 941 3306 394 1401 0 1001 26 972 2,0
139 116 38 823 0 9 1217 427,0
3511 9357 3 75 1871 328 0 420 0 176 273 1261 37 10 453 418 2,0
7969 271 63 1178 404 9358 3 134,0
36 55 3 630 681 196 883 973 2715 612 7 0 0 2505 475 1 2105 6081 7429 1 587 0 824 1 474 1241 1837 2109,0
1033 7970 0 95 473 730 15 122 106 1 0 1879 145 150 1668 3004 0 0 0 447 94 1 474 3878 94 262 2,0
44 1066 188 339 382 51 27 572,0
198 766 37 6 1 15 1113 133 2460,0
39 15 2372 4700 1377,0
2212 849 5191 12 95 447 13 5508 5435 1113 1338 896 1 2141 1047 2441,0
1370 4 72 68 4128 588 4767 3 659 2,0
3804 217 534 2390 209 28 210 37 0 152 3666 1 33 230 152 76 108 0 63 619 2,0
491 4 1301 2422 5565 533 1847 23 898 147,0
686 1291 164 2817 2139 30 54,0
2367 4020 279 78 1528 26 383 196,0
1129 6692 75 1009 1379 54 4638 7 203 160 1299 539 3501 2952 2738 283 676 1288 1153 0 75 2,0
2744 717 1380 91 843 1 904 51 181 33 3068 1718 1791 1716 2,0
1890 6992 3 849 21 0 1486 1 412 240,0
337 790 72 21 87 78 2539 326 1726 3697 1563 46 248,0
1244 1361 123 1365 0 2026 81 498 43,0
6631 164 21 1082 0 248 1077 4269 640,0
126 4164 53 7971 8 486 3410 3910 2,0
683 18 154 157 206 0 26 688,0
9359 1999 124 2661 100 89 912 2577 1251 5192 95,0
3826 616 9 164 2422 7972 1585 1733 37 3313 34 277 110 538 361,0
302 3952 3454 278 491 4653 1497 211 84 950 4040 1180 39 799 716 0 2511 9360 2,0
250 126 3 3410 3910 1883 2980 486,0
11 1537 2625 26 6839 1446 1 1870 1 4307 2297,0
22 1335 290 2834 1355 37 255 1409 605,0
1232 9361 84 3953 1436 2127,0
75 185 11 99 704 60 549 154 8868 83 3 0 217 9 131 3052 1363 1112,0
0 5968 9 364 548 48 305 1 193 0 3581,0
173 273 164 21 0 2044 374 144 1073 1347,0
8 0 8 8853 897 2172 2,0
891 6899 1193 131 464 365 487 3 1151 4529,0
509 19 7973 20 312 3512 593 33 5553 2157 705 506 894,0
3242 1086 3305 6716 0 265 4086 6 259 0 1003 9135 609 263 3575 2,0
9362 6993 465 97 1233 192 6 3 471,0
15 1437 2468 107 175 33 3850 84 426 377 0 326,0
6994 9363 2371 1 3849 5903 37 10 441 57 158,0
0 267 109 2479 3107 3284 7 0 7974 1 0 5018 4779 1 7975 82 1991 1 0 1015,0
15 4413 2227 95 393 104 33 650 284 435,0
0 0 7 1641 3130 375 9364 3 4037 146,0
344 3 38 2822 6936 94 9 500 2661 633 1679,0
6 1 2386 1 404 173 332 38 2305 230,0
1809 11 864 2269 114 6995 1467,0
5180 0 2546 1604 517 18 2478 2194 300 1711,0
184 422 292 37 54 220 1624 1262,0
4 95 1396 481 1040 791 84 495,0
3298 5 17 6 15 134 308 262 2673 1701 383 196 1562 99,0
651 10 373 671 1904 1531 7976 0 2452 34 981 74 2023,0
45 133 6240 3247 196 249 43 120 571 2 1199 417 36 2,0
2561 677 271 299 5 631 226 425 1346 28,0
653 1050 4461 286 95 15 724 94 14,0
629 1316 48 15 0 1082 5660,0
5442 1420 1144 5080 1197 525 7 53 3353 8,0
141 345 497 762 4697 930 526 146 173 5078 1017 145,0
81 37 1603 6 3 34 18 750 414,0
3401 205 927 2611 4792 420 364 7 53 8 124 3426 31 8,0
1330 2099 4942 74 4315 418,0
0 5313 342 914 284,0
985 81 206 2686 1 2057 4119 1502 7977 182 578,0
139 3 280 1510 5146 403 641,0
26 972 2692 8732 311 446 1288 2044 12 1415 77 707 13 0 2,0
626 11 806 1030 33 667 614,0
2469 607 37 605 10 2314 0 860 609,0
0 1017 9 7 390 3246 2696 714 18 38 25 669 30,0
2270 1525 360 527 1183 511 2663 4976 2537 5057 2,0
6996 5068 164 21 2189 1321 150 1125 1374 779,0
0 342 38 203 55 4464 642 942 3834 328 2,0
133 1798 988 1570 234 5622,0
803 380 1562 5095 97 230 703 4966 423 689 0,0
7504 194 1803 515 0 1 1523 0 9,0
521 497 6 597 9365 1411 243 6241,0
7978 997 4720 15 525 371,0
1675 350 4126 156 388 205,0
1645 1834 269 1986 577 14 3298 169,0
1402 3707 889 2903 3902 3305 3389 3177 296,0
682 337 170 1726 72 21 87 78 3697 1563 46 248,0
960 2828 0 177 480,0
3335 882 1542 699 4019 4956 1 309 5410 3151 547 37 1193 0 3164 1637 2,0
4 677 2193 5 121 52 41 8 1163 809 74 4 2 0 468 2607 1907 8 1023 310 256 510 191 1 3428 1509 3034 489 0 1535 2,0
1402 3707 33 1014 21 6871 78 326 1 434 0 9 3950 1316,0
6242 15 65 858 345 582 1 4793 2321 110,0
6 736 53 821 1 9366 1415 15 8 7979 2716 1345,0
9090 6851 206 249 352 688 6127 941,0
6 3 691 355 1544 1272 463 396 25 2 2203 5440 5067 1657 84 2,0
487 516 144 908 213 12 1975 13 629 700 2009 1496 65 1363 0 1340 31,0
80 0 3046 130 16 146 7 4754 0 9367 2127 142 460 2452 308 76 1224 67 324 2776 622 3954 2,0
517 400 1896 0 1768,0
6243 1009 3169 3262 44 3 6221 1115,0
263 6997 566 51 4 6987 3782 3955 462 65 182 1 104,0
180 1033 1354 290 992 74 402 3290 32 576,0
1530 7835 5149 1802 2102 497 411 30,0
21 1082 493 882 1313 0 1380 391 12 457 5193 2 13,0
4557 44 99 445 473 582 33 21 6667 326 4254,0
162 3093 1551 291 4650 2801 1912 3018 141 244,0
276 4 5661 891 4957 5374 0 557 456 2960 248 9251 2,0
102 126 664 6163 2246 301 879 0 286 414,0
685 6 1466 1219 0 325 875 980 191 1650,0
237 567 629 99 427 3666 969 3168 1243 2345 1819 358 30 2,0
539 3 3749 0 1 125 9 2506 559 1 1034 5559 4441 1376 75 4632 4006 10 1 1683 0 601 49 85,0
517 3267 714 1273 1406 5662 2501 88 251,0
446 748 65 1774 209 37 500 18 4465 1203,0
683 322 1476 11 3681 3059 9069,0
29 15 1798 345 582 458,0
6996 5068 1665 21 174 78 326 1321 188 1261,0
183 849 5460 4380 9048 4459 4974 1735 5 343,0
985 22 81 270 1803 515 304 44 5319,0
15 333 128 254 25 1828 28 1152 2627 529,0
217 116 404 356 282 37 1603 256 34,0
786 1377 4640 333 80 5194 69 9,0
218 31 31 5919 423 0 774 169 597 42 5195 6494 0 69 161 0 2,0
4337 5066 278 671 1 0 14 492 0 253 3486 558 32 2317 773 372 374 1 738 799 207 2,0
2350 5 17 1581 563 4338 933 1423 1300 54 328 67 2847 5 905 2,0
847 180 1701 85 2983 4754 0 239 67 227 2572,0
554 486 2181 277 505 360 1 116 2097 331,0
53 38 6 8 9315 4608 669 1331 8 37 278 4546,0
2444 464 1968 0 21 0 1090 1981 690 1 271 201 923 611 726 3337 1968 283 423 255 0 380 473 2,0
4 409 574 334 420 1488 1277 1152 66,0
118 164 2955 1 9263 691 173 5847 957,0
8856 3 312 84 64 64 64,0
44 695 182 123 206 1381 247 443 1657 182 578 202 985 357,0
4 2009 384 5 121 1948 48 34 47 117 87 76 386,0
4 134 6 15 1633 1178 68 5 1489 6995 6169 1467 97 973 613,0
3048 5663 161 692 520 4466 18 176 6869 73,0
2846 342 38 203 55 72 1111 461 948 358 332,0
337 1714 1384 486 164 1695 125 154 1262 549,0
714 44 312 33 1853 764 1126 69 725 444 264 2183,0
22 15 574 727 2470 768 80 204 6,0
3242 82 38 721 210 5330 3177,0
1179 95 846 530 1912 221 7980 1206,0
130 33 1052 2572 227 201 46,0
801 1343 3654 5136 0 0 38 276 6 622 6244 5136,0
177 2098 38 118 204 4305 464 2535 26 28,0
1842 5196 430 1614 4624 167 5 121,0
9368 952 4794 4693 1 2030 1365 678,0
3769 527 2966,0
1442 412 989 169 1979 748,0
421 6077 280 1510 971 2667 139,0
2967 506 0 9 228 223 1652 241 2499 355 2 228 844 339 1235 26 2455 64,0
938 6998 1303 411 11 3 171 264,0
1690 363 541 6 930 1060 257 5 2267 3829,0
38 967 211 581 3204 10 1520 2012,0
0 678 0 7 0 2407 844 2550 54,0
4354 2099 7981 0 1 9 259 0 0 202 0 19 163 20,0
8586 11 373 874 1499 235 4626 1 0 0,0
18 2577 258 94 107 1050 2 633 211 2,0
55 1141 4645 883 1276 3288 4430 74 0 2201 59 3698 1 5417 1 6629 1 853 4625 1 0 0 3956 157 64,0
448 161 22 276 54 711 422 283 3498 123 90 903 297,0
3011 759 6 0 1197 525 1 36 6049 0 49,0
144 2473 544 0 144 643,0
177 855 486 657 1039 827 95 15,0
4177 69 154 157 405 3425 33 667 324 7982 60,0
1530 5149 3 1261 1930 288 258 325 30 2102 497 411 10 5874,0
218 2907 2407 196 4301 2007 5 6999,0
0 0 1595 575 8 741 4795 6198 1 7983 0,0
1345 8 0 0 7499 1 0 174 73 1 5396 544 5 934 5491 1949 2093 2 943 7897 7984 1 1796 5621 1817 1328 1 187 0 452 0,0
1352 81 206 3708 29 397 1752,0
2861 653 48 9369 31 798 0 1510 4924 8 2232 1 0 3278,0
3957 676 192 521 9 7 629 1316 48 15 1082 5660,0
249 4 12 3501 32 0 13 199 1186 688 1417 8983,0
4719 601 881 6129 332 1426,0
0 3513 2130 74 402 1118 576 152,0
2787 4141 292 116 692 369 11 30 7985,0
863 187 835 34 4413 5524 1974,0
2381 3135 38 342 156 923 0 9,0
5520 629 33 471 2478 97 1033 398,0
1370 322 9370 118 1163 156 169 803 380,0
390 826 3246 2696 714 0 669 30,0
38 140 7706 0 1860 237 53 0 8 2717 215 618,0
182 290 265 6245 180 723 1889 182 578 48 0 57,0
6 597 9365 138 3169 6785 1105 665 243 5357 977,0
37 1388 6 114 259 1923 520 148 19 890 109 60 20 19 223 1130 20 1318 222 889 245 55 6592 860 7 0 0 1 0 3 223 585 64 2111 0 209 142 19 0 572 20 9,0
51 29 234 704 33 54 30,0
844 49 5664 130 2837 1445 11 533 7000 1 54 844 1900 46 2 8 0 0 9027 0 9269 1982 30 1961 496 506 1695 227 2,0
3863 322 0 203 2649 6109 5047 9371 253 2377 2,0
1136 961 515 2214 305 2821 661 1 474 0 1277,0
106 639 9372 1835 4796 413 6529,0
7001 0 736 32 7964 7002 0 1839 2 6770 2,0
3656 149 144 984 3355 48 9373,0
6 1404 60 3654 31 34 11 2 72 282 402 170 1087 2477 2,0
1243 7 309 4184 18 318,0
62 34 4136 4420 282 215 402 3051 159 2755,0
2970 0 360 362 662 665 7488 3652 57,0
40 817 955 21 5197 0 3056 1 110 1653,0
993 2226 95 3826 9 106 1072 627,0
985 4 417 196 3709 21 7458 1 0 118 21 7986 5665,0
387 5372 7 1725 1 1088 222 1 1661 69 8 0 15 465 9374 1230,0
1097 4012 1053 244 1328 0 1276,0
378 4976 4797 771 28 10 36 5666 5368,0
714 44 33 264 3013 3246 82 593 265 829,0
623 5 433 1 1942 420 0 2246 145 0 1 156 2246 1381 1 260 2246 1293 1 459 4128 1417 8840 328 1316 2175 497 1340,0
606 18 507 77 4330 4779 5667 3 4181 227 2130,0
215 581 2732 2335 2106 877 1545 40 29 227 2,0
3958 2677 411 1686 626 40 146 95 243,0
1333 2439 72 282 1555 272,0
432 1224 235 28 875 316 800 121,0
18 333 2516 530 99 896 281 25 1473,0
11 161 22 1366 2144 26 28,0
2558 1 1158 1 406 1 1562 0 2558 72 282 9,0
685 1601 1453 6 5935 26 541 3868,0
6064 128 290 37 6 1576 145 54 7003 748,0
0 1 6678 622 237 4061 1349 779 48 675 928 744,0
1216 2003 6683 331 1 689 77 261 160,0
918 18 164 21 2415 6511 10 3 83,0
22 15 288 1339 1936 95 327 955,0
6 4637 263 6 1837 1 3233,0
7406 0 1 3184 1484 1319 2547 342 829 422 0,0
1420 425 34 1 1028 333 3038 155 329 1307 2,0
27 15 1308 153 47 117 16 146 308 25 108,0
681 310 1673 966 536 216 2 469 108 1 1066 84 216 8 27 2,0
6243 1753 77 3169 3262 44 3 6221 1115 1638 304,0
45 417 21 1244 78 3247 196 43 444 220,0
6 3 355 15 16 254 5 108,0
126 6245 294 5172 1248 8 48 305 7987 4271,0
388 5198 7737 234 21 4094 0 950,0
6013 0 913 1930 1303 456 2960 1419,0
46 124 2146 4 8 31 5932 2379 7687,0
44 82 3676 2758 74 933,0
0 2480 1 2427 37 11 36 55 3 630 4798 424 0 498 7915,0
942 350 206 496 195 228 434 199 0 2655 9,0
3003 8 457 811 381 631 75 0,0
3401 205 927 2611 4792 420 364 7 53 8 124 3426 31 8,0
1469 2615 513 36 591 231 37 2827 2097 1129 5625,0
86 0 3510 95 15 179 1528 432 2655,0
86 322 0 75 3132 122 884,0
173 2631 1451 1188 12 1023 106 13 559 2609 643 1727 19 631 20 7906 240 19 106 20,0
106 1072 627 1 124 173 993 2226,0
470 637 747 165 1546 128 533 99 3205 0 5199 1932,0
3958 2677 411 1686 626 40 146 95 243,0
405 95 313 7 432 973 613 0 1333 2439,0
6722 1220 7004 846 1886,0
86 2057 4995 2905 5 1620,0
1818 127 3155 1471 607 1 1769 124 31,0
3305 4321 3565 6166 135 9375 132 2159 158 3131,0
536 421 131 12 0 13 727 2470,0
359 864 0 464 827 8975 160 1085 2558,0
1862 187 2831 9 7 3347 533 80 253 3071 199 1666 8930 23 3196 23 4100 147,0
45 116 157 176 4690 43 3 227 417 989 656 51 2,0
4295 6 3512 593 1 697 1970,0
1942 1233 2923 1762 1558 1098 14 1897,0
271 2007 15 134 177 800 0 763 1625 9,0
371 378 128 6993 9362 692 369 6 8661 2,0
135 845 146 7 132 1229 3937 3665 9 3607 37 4 33 6076 0 997 2119 0,0
1985 80 1275 2493 603 16 1 2043 41,0
4 413 129 169 686 2352 280 619 3072 7005,0
130 897 7988 33 667,0
38 26 166 469 72 547 1699 152,0
4 1037 38 2685 201 5 1132 2501 257 2369,0
3641 1634 1604 1633,0
421 5146 280 1510 237 139 971 27 2015 933,0
1599 443 404 2 304 1 400 4467 0 33 26 1221 2,0
5425 8 1167 116 3593 481,0
2786 5 17 4 5179 1843 28 7006 937 19 317 680 20,0
38 0 2630 2603 359 221 5,0
8969 91 80 1 1427 46 3449 1204 287 4703 153,0
2892 3158 1033 95 39 564 2885 481 2 442 564 95 39 113 2,0
881 22 81 37 109 5 17 0 26 28 19 1366 2144 20,0
248 698 161 2055 5473 154 21 2841 273 36 25 0 5668 769 757 2715 1597 273 19 0 20,0
651 6089 0 182 1 1817 1801,0
5025 2072 816 1 5171 1 33 667 7 0 2739 53 36 285 8,0
53 7754 0 8 2502 1570 6050 453 1067 8 0 4977 273 111 163 0 112,0
983 82 2506 5342 906 0 10 187 192 2952 9,0
39 99 15 1231 235 28 128 2117 6067 403 200 80,0
2358 1416 1607 4303 255 1529 1535,0
3824 532 237 171 515 2 122 78 3746 2,0
26 2270 360 82 318 557 311 478 709,0
263 6825 682 4448 37 665 243 7007 1622,0
1062 269 670 436 400 966 863,0
9376 7989 629 164 21 73 78 1114 1 657 252 4180,0
1291 73 9377 199 0 7990 9 773 1316,0
22 81 657 10 2392 191 911 10 158,0
983 259 194 780 636 4271 47 8912 1 221 1103 5316,0
554 2330 987 6019 1573 505,0
1865 2262 84 498 28 542 1531 4708,0
3710 7 4397 530 997 751 824 525 2,0
807 436 48 7417 81 905 210 867,0
1350 1528 420 3922 383 196,0
3431 127 657 1658 765 841 3541 15 3 2360 128 50,0
7008 3227 182 578 1 116 2686 48 31 47 117 57,0
15 235 1958 321 76 99 1390,0
18 4947 234 244 1853 1550 23 396 5,0
126 513 2847 78 231 260 94 295 5489 2493 663,0
1707 65 99 2200 15 881,0
746 48 655 155 2146 14,0
86 73 10 409 424 1448 707 4126 544 805 1088 702 1463,0
15 437 3336 478 47 134 22,0
4 2351 214 143 190 409,0
567 144 3 192 471 1646,0
190 1473 544 5 333 590 237 83 2,0
134 765 841 2980 228 1380 514 2332 7969,0
874 4326 9191 594 2751 138 430 5669 360,0
284 1546 185 11 124 641 171,0
0 1 2733 0 638 120 1043 125 21 129 0 7991 4559 2 3857 5 108 1 3108 987 9378 0 829 4033 7991 2895 1576,0
807 86 657 3011 10 444 220 109 469,0
685 1601 0 0 0 360 6 1 6 1030 1130 504 255 1577 2849 2,0
282 1593 1435 495 154 547 751 824,0
2433 485 21 7517 26 10 3 83,0
573 9379 4971 949 6107 1737 4799,0
180 612 2655 5935 8897 7992 9274 84 31 1 825 5 738 102 1267 1158 1689 969 1 474 1688 0 0 4694 6156 0 969 2,0
180 486 1865 2262 131 464 827 365 558 118,0
277 4 234 186 278 359 291 4249 870,0
1085 2558 806 751,0
135 645 8 1874 1030 72 79 27 424 31 1 132 207 6246 2 856 4034 721 585 28 9380 656 27 220 328 0 28 2,0
39 138 1 36 255 445 36 255 351 1 513 778 231 299 5,0
110 6863 4734 657 34 160,0
51 744 0 377 53 0 8 3774,0
500 18 574 305 515 6247 171 12 329 3434 13,0
411 2623 3 43 5042 2 2,0
0 9 8 806 751 824,0
2401 187 658 201 94 113 2777 1345,0
359 864 0 464 827 8975 160 1085 2558,0
1893 3 12 2257 34 13 2621 6858 285 109,0
183 671 205 236 243 3748 48 185 11,0
1922 513 126 6141 9381 5658 3228 1201 1 8 8617 48 1443 1 8 794 808 6697 1151 4529 487,0
1388 350 0 8986 2138 1759 3923 2138 28 74 2 441 37 6964 1151 1201 5397 3337 7489 1116 2,0
1909 1037 38 0 255 1511 102 5,0
275 534 26 1443 1157 25 210,0
1636 62 7009 34 241 230 180 486 896,0
500 18 9050 447 1 130 0 570 3008,0
1551 3 5390 272 602 4248 8982 7671,0
1348 72 74 3994 1521 2177 6,0
7933 5643 154 21 174 78 2270 1392 60 1261 8 26 1485,0
566 5670 1437 141 181 9382 5403 4543 202 0 23 1555 2405 1 6844 1 0 1 1555 498,0
2162 6 3356 35 4366 80 3808 146 95 4148 1075 6647,0
1573 86 1415 10 390 102,0
81 206 1185 4459 6 2357 355 7709,0
222 206 21 0 348 455 4185 110 3 139,0
7010 77 1017 9 1738 435 381 935 1456 2162 1225 57 1176 53 8 329 1647 6114 2 412 1141 8,0
1261 672 916 284 164 21 1082 27 2026 2043 81,0
554 537 9188 1244 2246 0 0 3441 6493 2,0
334 3246 2696 714 517 18 30,0
173 123 4066 9383 3 3123 676 355 399 2,0
1915 188 48 228 3 1779 3540 2453 2420,0
2325 3237 30 189 2034 4646,0
303 1231 391 454 194 4249 870 7011 1793 1 1452 472 309 5410 1 8923 3765 6801,0
909 211 1788 1906 36 37 1552 1226 1 97 504 90,0
1097 6 1269 21 1350 9384 8 3606 435 5921 2829 0,0
529 3 2327 8865 744 1292 156,0
110 691 7012 286 1646 1545 43 3 7013 45 3 25,0
5200 133 3328 2780 1688 189 34 192 478 47,0
34 373 2879 849 348 33 74 447 31,0
34 373 2527 7014 447 3274 74 487 455 31,0
9385 625 732 3148 294 4042,0
2270 322 2737 97 102 1453 1721 780 3834 2902,0
272 345 732 896 2648 502 33 2246 1107 290,0
110 242 55 788 43 9 140 244,0
195 27 4800 4 3646 3544 1253 40,0
5889 511 1066 9386 8 928 84 2756 23 12 55 99 4318 169 928 744 185 1255 1 68 5 1 7895 981 1129 518 675 7786 0 2799 0 795 13 111 163 3514 112,0
8589 0 1 675 1084 235 0,0
580 582 9387 0 1 33 6930 1 322 621 357,0
1438 37 1128 27 2114 355 9043 129 5,0
816 1869 51 4173 4662 227 2,0
36 410 49 7 590 62 40 485 451 410 37 220,0
28 236 64 1915 571 1369 6182 10 2160 2234,0
5094 189 1931 1100 0 646 941 994,0
6248 2669 312 65 1346 28 756 5 141 181,0
689 9266 1233 2528 1809 11 2923 237 2269 2502,0
140 1454 95 27 204 541,0
2386 5 17 536 6 7993 560 1 312 574 85 30 2157 2,0
126 2494 271 2847 78 231 260 94,0
6027 3 1070 123 189 486 3 6614 82 209 1540 1 234 215,0
237 3557 326 124 492 73 78 635 10,0
5201 4801 715 185 0 632,0
847 582 688 241 26 686 31 425 7015 27 64,0
0 6145 33 21 174 78 1233 781 2548 1563 300,0
272 1072 47 620 33 425 15 0 99 10,0
453 456 2897 1604 244 852 34 5839,0
51 18 404 0 3 3711 12 856 2578 13 2 856 18 91 31 1553 2,0
630 9275 0 0 3565 1 1871 446 861 0 2139 461 30 1012 3409 10 465 237 3613 424 30 5 2 253 1797 1 420 0 2139 2389 1012 2,0
0 1351 182 578 48 222 3 31 2,0
625 8 751 0 124 21 0 627 914,0
3246 2696 517 1662 57 30,0
2170 6859 381 3839 772 7502 171 2467,0
7016 987 6019 1573 505 0,0
97 44 282 601 684 6071 1426,0
2247 7994 6249 0 10 1489 2039 3704 1150 1484 978 1189 2,0
3266 0 434 1 0 3 0 82 2966,0
86 1415 258 884 1756 631 27,0
38 847 140 5122 5606 42 2320 1531 1642 608,0
1046 275 1509 0 0 2596 9 454,0
5638 707 371 235 21 0 86 2788 2538 157 1838 326 446 2,0
38 49 300 1 464 182 7017 1103 182 614,0
53 8 2877 521 8 7 198 766 48 7995 81 818 514 0 61 439 96,0
52 1535 4301 4 1281 568 5 121,0
1398 186 708 102 525 1573 75 282 4346,0
0 263 37 51 5671 979 452 25 4468,0
272 2445 26 2622 394 51 15 120 1074,0
53 220 32 160 55 8 7 3342 435 95 73 4802 348 117 0 3959,0
1852 1202 2928 43 3 14 234 21 174 78 988,0
2356 823 2044 194 1448 1055 6549 2969 1552 901 118 2848,0
6191 2181 277 1 2186 576 250 1853 6930 2560 2866,0
762 1892 6250 331 223 4554 0 5202 0 2724 3624 824 2 7631 4018 1087 1 362 39 904 339 4179 2,0
739 6 527 880 5545 17 227 1126 37 27 3313 34,0
6 624 4431 1666 252 51,0
4185 4 91 1627 22 398 585 956 1 33 1015 304 1021 2,0
0 9 879 7 2745 5 4601 2815 1561 0,0
222 206 47 4 239 87 286 210 162 25,0
881 903 703 673 3234,0
643 128 475 1068 2067 3473 920 5075 5878 1180 223 2,0
180 0 1799 342 1186 47 1799 4768 4949,0
275 154 21 3448 889 1249 224 1942,0
7018 161 227 1 1869 51 4173,0
1067 3 205 409 5672 0 1037 320 5 182,0
0 1 9079 4537 0 7958 1 3072 87 5 363 2540 55 696 1 293 2775 0 4382 2 521 197 538 7958 2003 1182 168 64,0
36 344 22 81 5203 310 98 4745 646 994 23 693 2,0
3626 7996 404 9388 3917 332 19 6 285 156 1926 20,0
0 238 127 9389 632 162 54 2440,0
0 3404 0 199 815 30 1 72 2251 4179,0
6248 134 668 0 4039,0
22 81 65 580 582 5584 262 8 433,0
2655 124 7 55 8 7019 1175 7997 1992 612 2618 7491 2314 23 281 1783 1992 612 749 0 179 55 8 7019 1175 824 666 2012 36 4935 612 4965 722 313 9057,0
1045 458 0 1165 34 62 1959 327,0
2310 736 1015 142 124 31 9 1471 6 377 627 284,0
1391 3807 1707 7779 2816 36 591 231,0
887 567 144 381 21 0 78 3323 2777 1345 1 724 28 864,0
51 4 664 31 242 1104 429 2259 304 3711,0
786 11 33 232 1779 60 131 1351 2467 68 5,0
8 206 5850 1751 2924 1638 30 1 85 186 341 0 4603,0
81 2726 3136 1300 0 283 903,0
26 8629 15 65 99 106 1047 2048 1 2403 284,0
3600 745 957 2473 1694 182 559,0
2224 110 8 1603 2529 6251 18,0
751 4537 4415 2151 72 282 9044 541 7 8 38 282 3116 541 483 848 469 1 1138 0 2,0
1958 321 76 433 1390 1 99 15 28,0
53 1889 0 8 7 3626 7996 404 9388 3917 332,0
4186 32 98 49 1169 695 593 2250 9190 3690,0
0 9 0 6901 386 201 5,0
1641 7527 1994 0 704 554 0 2011,0
1025 400 48 1651 3 31 2242 25 182 0 6252 142 1725 2022 64,0
10 224 646 66 1 0 0 2467,0
2958 676 573 4297 168 9 23 27 3 1374 86 1756 38 49 5361 5 333 1358 28,0
880 2062 556 2415 32 3134 9390 3144 0 48 4361 142 207 2872,0
316 648 123 2579 3136 903 4803 3515 1822,0
2180 51 629 8999 377 21 2189 326 1182 2133,0
675 928 27 2203 739 3499 319 584 735 5160 2 751 585 106 23 29 39 1435 23 0 319 7464 1 3782 90 2398 1083 515 1936 2,0
1388 1220 33 0 1050 26 537 454 348 19 4380 6733 20,0
1062 3 863 485 610 180 4156 3 40,0
8791 1051 1290 7020 9391 3 418 2799 523 1759 2533 351 2 19 831 317 20,0
68 5 1 1243 8 3624 7815 212 5967 79 1 488 2724 4147 2185 11 7949 5009 263 799 2 26 7753 4927 3614 7 155 1 90 18 6757 9392 6 2,0
4121 6 4278 1791 1 72 84 74 6251,0
3352 464 827 5124 195,0
6 290 1126 227 4173 0 507 77 1043,0
1022 622 270 788 640 6 23 177 3193 3 38 640 6 603,0
497 411 236 7998 4772 643,0
2892 0 1033 95 564 2885 481,0
2162 1225 66 7 7999 263 2061 9393 753 212 32 2638,0
81 124 98 393 498 1489 343,0
631 110 3456 356 405 31 692 369 10,0
1852 0 7 3957 507 77 2877 84 1327 9 385 1852 2621 210 342 75,0
27 809 1775 3173 1 829 2142 844,0
12 5392 9200 172 67 767 2 13 7021 105 415 3457 831 5526 1177 89 2,0
133 2379 1561 7989 6 5096 2131 1 189 1365 182,0
126 513 2847 78 231 260 94 295 5489 2493 663,0
204 181 1496 0 3 582 5041 1 1050 544 26 315 2,0
73 0 966 3154 124 66 931 19 874 20 6537 0,0
16 0 645 4588 2,0
2669 801 5360 7 51 462 611 5618,0
1175 0 3296 154 494 9 79,0
44 136 184 943 944 60 2779,0
1627 2083 189 2559 4745 4 72 1015,0
51 4 443 56 1775 2433,0
272 345 896 1251 2648 502 3749 4423 9 2 518 4023 1415 2371 3314 181 306 718 4023 2,0
